BOA* + CH	1	22	23	15	3	0.000438	0.000185
BOA* + CH	22	24	7	3	1	0.000233	0.00013
BOA* + CH	13	19	20	8	2	0.00027	9.1e-05
BOA* + CH	5	19	6	5	3	0.000171	6.1e-05
BOA* + CH	2	7	16	4	1	0.000289	0.000137
BOA* + CH	9	20	19	10	4	0.000274	7.8e-05
BOA* + CH	11	17	10	3	1	0.000313	9.5e-05
BOA* + CH	4	23	13	4	1	0.000228	9.2e-05
BOA* + CH	22	8	10	6	3	0.000245	0.000115
BOA* + CH	17	1	29	14	3	0.000544	0.000135
