BOA* + CH	37208	6014	78809	17102	215	0.823251	0.083035
BOA* + CH	240557	161333	33614	7835	220	0.381567	0.092268
BOA* + CH	154145	126806	84814	25693	221	0.998542	0.086035
BOA* + CH	210149	67703	70289	23589	227	0.840568	0.081784
BOA* + CH	136819	47443	37948	8926	228	0.419875	0.086489
BOA* + CH	32916	5186	7140	3102	229	0.151362	0.079226
BOA* + CH	183534	36489	21700	7212	241	0.287582	0.083583
BOA* + CH	237332	58601	90436	21763	241	0.924044	0.080106
BOA* + CH	237935	58802	71295	17648	244	0.767665	0.082167
BOA* + CH	159467	87587	29842	10505	245	0.370938	0.084844
BOA* + CH	201043	125328	64842	19113	249	0.759517	0.080571
BOA* + CH	217848	93272	84912	21143	265	0.941001	0.084212
BOA* + CH	183976	97618	48568	12997	284	0.533351	0.084764
BOA* + CH	161158	2532	21531	11665	362	0.333044	0.082502
BOA* + CH	151088	21713	39179	10156	363	0.424859	0.083681
BOA* + CH	234245	69549	103794	28451	421	1.151	0.08127
BOA* + CH	222680	201425	67145	20124	438	0.768706	0.082175
BOA* + CH	219717	174928	136826	48755	464	1.6932	0.084777
BOA* + CH	175312	118708	201728	53275	509	2.08876	0.08123
BOA* + CH	208360	99990	344318	81655	646	3.73474	0.085322
