BOA* + CH	2995	2515	31	8	1	0.343619	0.343317
BOA* + CH	1443	433	58	15	2	0.306939	0.306521
BOA* + CH	22660	16133	152	51	2	0.312613	0.311491
BOA* + CH	35027	15790	120	35	2	0.278214	0.277337
BOA* + CH	199719	25126	441	114	2	0.283112	0.280398
BOA* + CH	15430	13102	191	71	3	0.28306	0.281636
BOA* + CH	78621	73259	108	50	3	0.283705	0.282667
BOA* + CH	4531	638	78	27	4	0.286272	0.285682
BOA* + CH	25783	25006	266	106	5	0.2774	0.275366
BOA* + CH	36255	28938	267	105	6	0.296455	0.29432
BOA* + CH	59415	57572	202	67	6	0.292126	0.290758
BOA* + CH	119727	59624	162	69	6	0.299492	0.298262
BOA* + CH	36925	22048	594	269	9	0.28996	0.285222
BOA* + CH	118369	50577	784	324	9	0.286607	0.280382
BOA* + CH	14361	9409	282	153	10	0.321897	0.319695
BOA* + CH	34163	31977	615	313	11	0.294398	0.289484
BOA* + CH	76252	62469	628	319	12	0.287393	0.28261
BOA* + CH	28221	17517	578	231	13	0.294197	0.289963
BOA* + CH	44994	37058	845	581	15	0.291302	0.28311
BOA* + CH	95256	35388	1466	623	21	0.305517	0.293509
BOA* + CH	181547	162984	904	405	21	0.285368	0.27857
BOA* + CH	256351	4977	512	210	23	0.324805	0.321165
BOA* + CH	41228	23956	1243	782	26	0.287291	0.275531
BOA* + CH	164821	158010	1080	634	26	0.273841	0.264239
BOA* + CH	261555	181288	3132	1579	26	0.305921	0.28082
BOA* + CH	62542	24671	3950	1063	27	0.298241	0.272135
BOA* + CH	100382	20098	4601	1860	27	0.299097	0.26371
BOA* + CH	213528	67115	3143	1174	28	0.287015	0.263671
BOA* + CH	48021	38268	986	533	30	0.307863	0.297535
BOA* + CH	225008	31517	768	454	30	0.281578	0.276146
BOA* + CH	195672	181405	5184	1934	32	0.309545	0.272003
BOA* + CH	24977	18201	817	480	34	0.304795	0.298052
BOA* + CH	200004	30228	4595	2435	37	0.353732	0.312749
BOA* + CH	138538	3324	2980	1539	41	0.306566	0.281811
BOA* + CH	253906	234570	4678	2626	42	0.314313	0.274619
BOA* + CH	28493	5425	9832	3522	42	0.382885	0.305114
BOA* + CH	20754	7330	412	280	44	0.272426	0.269092
BOA* + CH	39855	20386	2372	1236	47	0.303569	0.282865
BOA* + CH	40931	18273	3168	1322	49	0.354228	0.3264
BOA* + CH	36274	34196	10387	4541	50	0.390821	0.302389
BOA* + CH	90568	57876	4053	2253	50	0.319267	0.281194
BOA* + CH	178689	1476	4543	1827	55	0.302221	0.26458
BOA* + CH	250971	8825	4222	2001	56	0.336289	0.304302
BOA* + CH	125217	38247	5736	2882	60	0.340607	0.288579
BOA* + CH	249958	179744	7240	4529	64	0.351369	0.288045
BOA* + CH	48345	4503	11667	5440	65	0.354748	0.253951
BOA* + CH	149399	60601	5123	2503	65	0.301857	0.260013
BOA* + CH	134597	85328	65423	21745	75	0.824537	0.259117
BOA* + CH	68380	18692	16074	5261	86	0.401452	0.27971
BOA* + CH	177807	18352	14976	8139	86	0.450873	0.305877
BOA* + CH	186123	3616	9762	3298	88	0.384317	0.310755
BOA* + CH	198304	20764	6771	2882	88	0.337745	0.283394
BOA* + CH	41921	22388	42134	17810	89	0.698162	0.286249
BOA* + CH	45994	12187	12292	4027	89	0.381665	0.282516
BOA* + CH	111194	99775	5177	2572	91	0.330175	0.288218
BOA* + CH	195290	155602	45044	15414	96	0.637982	0.260776
BOA* + CH	35044	5537	19894	6529	104	0.434562	0.270337
BOA* + CH	220385	165371	58431	25730	111	0.870242	0.289356
BOA* + CH	251638	207423	9176	3552	108	0.341292	0.269925
BOA* + CH	67627	25726	41558	14944	111	0.637999	0.27673
BOA* + CH	10081	4812	2694	1477	114	0.302924	0.277884
BOA* + CH	222011	63311	5212	2138	114	0.311816	0.272889
BOA* + CH	16545	4293	6950	3657	116	0.330744	0.272284
BOA* + CH	47198	7430	25753	11195	116	0.505666	0.287016
BOA* + CH	241775	173475	34651	16551	121	0.593235	0.282545
BOA* + CH	69469	4625	123170	42450	123	1.46822	0.26058
BOA* + CH	151206	80906	11476	6301	142	0.358599	0.265446
BOA* + CH	65826	40164	31054	10648	150	0.526272	0.276663
BOA* + CH	121237	41114	20571	6833	152	0.451754	0.297043
BOA* + CH	12856	6411	23037	12271	164	0.493972	0.280843
BOA* + CH	153314	147209	61810	24331	165	0.823428	0.270359
BOA* + CH	141879	21617	23973	10306	168	0.494045	0.282315
BOA* + CH	150351	114427	33943	17597	173	0.597528	0.292491
BOA* + CH	229305	122937	65127	24836	173	0.861487	0.278107
BOA* + CH	223402	214993	19082	8647	196	0.414666	0.262339
