BOA* + CH	10081	4812	2853	1435	114	0.301455	0.278608
BOA* + CH	222011	63311	5143	2062	114	0.320181	0.27135
BOA* + CH	16545	4293	6643	3449	116	0.332955	0.277241
BOA* + CH	47198	7430	26413	11233	116	0.50745	0.269301
BOA* + CH	241775	173475	34707	16752	121	0.615253	0.301282
BOA* + CH	69469	4625	127209	43426	123	1.49969	0.27255
BOA* + CH	151206	80906	11260	5676	142	0.390139	0.285623
BOA* + CH	65826	40164	30934	10234	150	0.575411	0.322563
BOA* + CH	121237	41114	20669	6447	152	0.433101	0.279933
BOA* + CH	12856	6411	22944	12002	164	0.496579	0.277502
BOA* + CH	153314	147209	60747	23764	165	0.819482	0.266542
BOA* + CH	141879	21617	25178	10826	168	0.457596	0.251705
BOA* + CH	150351	114427	33552	17439	173	0.582851	0.258877
BOA* + CH	229305	122937	64080	24317	173	0.867902	0.269706
BOA* + CH	223402	214993	19142	9117	196	0.440468	0.282488
BOA* + CH	220444	112320	53089	16183	199	0.65469	0.261694
BOA* + CH	135529	74225	83722	26990	200	0.965852	0.26071
BOA* + CH	230583	70149	49301	18070	202	0.716395	0.289952
BOA* + CH	140274	112105	27991	11490	205	0.536046	0.287207
BOA* + CH	140656	30391	77297	30802	214	0.956791	0.269464
BOA* + CH	37208	6014	188650	65428	215	2.04201	0.277453
BOA* + CH	240557	161333	70217	27260	220	0.911021	0.313645
BOA* + CH	154145	126806	212989	83770	221	2.33938	0.260217
BOA* + CH	210149	67703	179641	70717	227	2.0974	0.269463
BOA* + CH	136819	47443	84307	24400	228	0.973977	0.278879
BOA* + CH	32916	5186	12574	6092	229	0.420764	0.303739
BOA* + CH	183534	36489	46859	17426	241	0.666802	0.278325
BOA* + CH	237332	58601	197154	63718	241	2.09752	0.276342
BOA* + CH	237935	58802	144190	44362	244	1.57106	0.270071
BOA* + CH	159467	87587	89579	35568	245	1.16119	0.276539
BOA* + CH	201043	125328	152531	59724	249	1.83885	0.272897
BOA* + CH	217848	93272	196213	70312	265	2.1756	0.257794
BOA* + CH	183976	97618	106413	38802	284	1.23658	0.275579
BOA* + CH	161158	2532	56595	32288	362	0.857611	0.279268
BOA* + CH	151088	21713	93022	30822	363	1.08728	0.274271
BOA* + CH	234245	69549	247150	95286	421	2.76305	0.302343
BOA* + CH	222680	201425	164869	58454	438	1.75808	0.273848
BOA* + CH	219717	174928	363426	160101	465	4.29441	0.272389
BOA* + CH	175312	118708	513516	196688	509	5.86474	0.290684
BOA* + CH	208360	99990	791641	276310	646	8.75682	0.261681
