BOA* + CH	151206	80906	16673	9057	142	0.574933	0.441867
BOA* + CH	65826	40164	41427	16229	150	0.728994	0.419768
BOA* + CH	121237	41114	27428	10435	152	0.658818	0.418054
BOA* + CH	12856	6411	36914	20692	164	0.73356	0.428779
BOA* + CH	153314	147209	86330	35519	165	1.0961	0.428499
BOA* + CH	141879	21617	35805	16975	168	0.739397	0.460701
BOA* + CH	150351	114427	51181	27584	173	0.877837	0.444964
BOA* + CH	229305	122937	105402	45623	173	1.3514	0.423583
BOA* + CH	223402	214993	24828	12027	196	0.633999	0.444008
BOA* + CH	220444	112320	67877	25312	199	0.923097	0.427687
BOA* + CH	135529	74225	117453	43336	200	1.40165	0.443719
BOA* + CH	230583	70149	71157	28231	202	0.988436	0.429271
BOA* + CH	140274	112105	42314	18846	205	0.783678	0.429764
BOA* + CH	140656	30391	125215	55279	214	1.49206	0.418471
BOA* + CH	37208	6014	280615	114987	215	3.0752	0.445287
BOA* + CH	240557	161333	99990	44033	220	1.25337	0.424853
BOA* + CH	154145	126806	313229	139381	221	3.27248	0.439161
BOA* + CH	210149	67703	260730	115485	227	2.75091	0.419333
BOA* + CH	136819	47443	110219	38398	228	1.38263	0.453465
BOA* + CH	32916	5186	17353	9745	229	0.554729	0.421732
BOA* + CH	183534	36489	63516	26712	241	0.970696	0.461329
BOA* + CH	237332	58601	282760	106586	241	2.95298	0.417539
BOA* + CH	237935	58802	202611	71739	244	2.13728	0.419985
BOA* + CH	159467	87587	136462	59308	245	1.72182	0.424408
BOA* + CH	201043	125328	216957	96127	249	2.45301	0.424877
BOA* + CH	217848	93272	290398	120288	265	3.20623	0.42805
BOA* + CH	183976	97618	141833	58959	284	1.648	0.441671
BOA* + CH	161158	2532	81215	48125	362	1.19351	0.461884
BOA* + CH	151088	21713	132637	50971	363	1.55139	0.423084
BOA* + CH	234245	69549	366554	158340	421	3.99949	0.443399
BOA* + CH	222680	201425	228574	91216	438	2.38524	0.431644
BOA* + CH	219717	174928	530170	258832	465	6.1554	0.446103
BOA* + CH	175312	118708	787554	346292	509	8.85099	0.45837
BOA* + CH	208360	99990	1123692	471239	646	12.1442	0.430209
