BOA* + CH	241775	173475	12839	5395	121	0.2119	0.081224
BOA* + CH	69469	4625	53731	11262	123	0.54488	0.079908
BOA* + CH	151206	80906	4430	2245	142	0.12581	0.083618
BOA* + CH	65826	40164	15177	3857	150	0.231624	0.079265
BOA* + CH	121237	41114	11632	2563	152	0.185036	0.09039
BOA* + CH	12856	6411	9474	4268	164	0.187528	0.082248
BOA* + CH	153314	147209	25438	8591	165	0.352332	0.084394
BOA* + CH	141879	21617	12554	4430	168	0.207177	0.08969
BOA* + CH	150351	114427	12802	7151	173	0.227887	0.079948
BOA* + CH	229305	122937	26140	6770	173	0.301682	0.082299
BOA* + CH	223402	214993	7845	4040	196	0.166547	0.080444
BOA* + CH	220444	112320	29108	5787	199	0.299057	0.080447
BOA* + CH	135529	74225	29790	8164	200	0.359159	0.078698
BOA* + CH	230583	70149	17902	5416	202	0.243515	0.080283
BOA* + CH	140274	112105	12393	4471	205	0.208449	0.081222
BOA* + CH	140656	30391	30640	9650	214	0.377008	0.087209
BOA* + CH	37208	6014	81352	17284	215	0.819715	0.087393
BOA* + CH	240557	161333	34414	8409	220	0.360254	0.078865
BOA* + CH	154145	126806	85105	26009	221	0.962688	0.088902
BOA* + CH	210149	67703	67390	22877	227	0.769529	0.08251
BOA* + CH	136819	47443	36156	8698	228	0.394193	0.080577
BOA* + CH	32916	5186	6714	3018	229	0.160324	0.088387
BOA* + CH	183534	36489	20629	7022	241	0.279057	0.085246
BOA* + CH	237332	58601	88915	21998	241	0.911511	0.0783
BOA* + CH	237935	58802	70912	18589	244	0.726945	0.08145
BOA* + CH	159467	87587	29794	9879	245	0.37227	0.081186
BOA* + CH	201043	125328	65395	19327	249	0.783353	0.081259
BOA* + CH	217848	93272	85550	22129	265	0.922094	0.083542
BOA* + CH	183976	97618	48253	14169	284	0.54627	0.086085
BOA* + CH	161158	2532	19868	10483	362	0.3229	0.0831
BOA* + CH	151088	21713	41153	10090	363	0.423337	0.086089
BOA* + CH	234245	69549	108033	29249	421	1.1739	0.080369
BOA* + CH	222680	201425	62729	19273	438	0.731048	0.086597
BOA* + CH	219717	174928	137456	47668	465	1.65205	0.08569
BOA* + CH	175312	118708	201736	53546	509	2.10181	0.082177
BOA* + CH	208360	99990	348323	81328	646	3.92028	0.080428
