BOA* + CH	1	1020	152	75	7	0.003005	0.001331
BOA* + CH	4	87	28	8	2	0.001485	0.001224
BOA* + CH	20	764	137	78	8	0.002067	0.000985
BOA* + CH	567	74	172	68	7	0.002595	0.00116
BOA* + CH	74	754	264	137	9	0.00351	0.001163
BOA* + CH	345	546	23	10	1	0.001239	0.001047
BOA* + CH	465	976	33	11	1	0.001299	0.001032
BOA* + CH	5	967	30	15	2	0.00126	0.001013
BOA* + CH	234	654	51	15	1	0.001469	0.001117
BOA* + CH	765	6	110	51	6	0.002106	0.001088
